"";"Hydro_condition";"plot_ident";"plant_ident";"H_stem";"H_spike";"N_kernel";"W_kernel";"N_spikelet";"Ps";"Yield_Cor";"Bloc";"N_spike";"PMG";"H_plant";"Fertility_rate"
"190";"D";"7";4;70,6;8;48;1,5;21;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;78,6;87,5
"191";"D";"7";5;69,7;6,5;42;2,54;17;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;76,2;100
"192";"D";"7";6;70;6,9;34;1,65;19;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;76,9;100
"193";"D";"7";7;67;6,2;30;0,81;19;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;73,2;100
"194";"D";"7";8;85,1;7,4;34;1,72;19;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;92,5;100
"195";"D";"7";9;67,2;6;36;2,22;17;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;73,2;100
"196";"D";"7";10;77,2;7,5;35;1,92;21;81,8;348,9846205263;"A3";247,6780185759;48,0833333333333;84,7;100
"197";"D";"16";1;68,9;7,4;26;1,53;15;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;76,3;87,5
"198";"D";"16";2;76;5,9;38;2,22;19;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;81,9;100
"199";"D";"16";3;75,4;6;19;0,81;13;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;81,4;100
"200";"D";"16";4;68,5;7,2;48;2,08;19;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;75,7;75
"201";"D";"16";5;60,5;9,1;54;2,07;21;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;69,6;100
"202";"D";"16";6;53,5;5;17;0,67;17;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;58,5;87,5
"203";"D";"16";7;57,5;5;18;0,83;17;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;62,5;75
"204";"D";"16";8;58,2;5,6;20;0,79;15;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;63,8;87,5
"205";"D";"16";9;39,8;5,1;13;0,35;15;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;44,9;NA
"206";"D";"16";10;76;6;40;2,14;19;81,4;486,9737960526;"B3";301,8575851393;47,5833333333333;82;100
"207";"D";"43";1;71,7;6,6;22;1,18;17;80,5;337,6758;"D3";162,5386996904;51,938178780284;78,3;100
"208";"D";"43";2;75,4;6,5;30;2,2;21;80,5;337,6758;"D3";162,5386996904;51,938178780284;81,9;100
"209";"D";"43";3;55,5;5;19;0,85;15;80,5;337,6758;"D3";162,5386996904;51,938178780284;60,5;75
"210";"D";"43";4;71,4;7;24;1,42;15;80,5;337,6758;"D3";162,5386996904;51,938178780284;78,4;87,5
"211";"D";"43";5;68,3;6,5;27;1,44;19;80,5;337,6758;"D3";162,5386996904;51,938178780284;74,8;100
"212";"D";"43";6;62,4;6,9;23;1,12;19;80,5;337,6758;"D3";162,5386996904;51,938178780284;69,3;87,5
"213";"D";"43";7;76,6;8,5;28;1,66;19;80,5;337,6758;"D3";162,5386996904;51,938178780284;85,1;87,5
"214";"D";"43";8;73;6,6;24;1,23;17;80,5;337,6758;"D3";162,5386996904;51,938178780284;79,6;100
"215";"D";"43";9;53,4;5,4;13;0,33;14;80,5;337,6758;"D3";162,5386996904;51,938178780284;58,8;87,5
"216";"D";"43";10;49;5,1;14;0,57;13;80,5;337,6758;"D3";162,5386996904;51,938178780284;54,1;75
"217";"D";"21";1;78,6;9;42;2,1;23;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;87,6;87,5
"218";"D";"21";2;63;6;20;0,8;13;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;69;62,5
"219";"D";"21";3;74,4;8;41;2,13;25;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;82,4;100
"220";"D";"21";4;60,9;7,4;27;1,26;23;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;68,3;100
"221";"D";"21";5;68,1;5,5;19;0,62;15;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;73,6;NA
"222";"D";"21";6;72,2;7,1;42;1,75;21;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;79,3;100
"223";"D";"21";7;75,5;8;27;1,05;17;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;83,5;75
"224";"D";"21";8;67;7,5;39;2,39;21;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;74,5;100
"225";"D";"21";9;70;6,5;28;1,78;19;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;76,5;100
"226";"D";"21";10;72,5;8;38;2,58;19;80,8;413,6661236842;"B3";318,8854489164;49,3405676126878;80,5;100
"227";"D";"28";1;75;7,1;24;1,2;17;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;82,1;100
"228";"D";"28";2;52,5;6;13;1,46;13;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;58,5;75
"229";"D";"28";3;62,9;6,5;30;1,17;19;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;69,4;87,5
"230";"D";"28";4;65,4;6;25;0,96;21;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;71,4;100
"231";"D";"28";5;54,5;6;22;1,24;19;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;60,5;87,5
"232";"D";"28";6;62,5;5;27;0,54;15;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;67,5;75
"233";"D";"28";7;59,5;5,5;18;1,31;21;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;65;75
"234";"D";"28";8;63,4;7;24;1,37;19;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;70,4;100
"235";"D";"28";9;65;7;35;0,41;19;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;72;75
"236";"D";"28";10;78,8;8;27;1,18;21;81,7;482,3383157895;"C3";351,3931888545;48,5333333333333;86,8;100
"237";"D";"19";1;66,1;9;35;1,31;21;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;75,1;100
"238";"D";"19";2;67;6,5;33;1,53;17;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;73,5;100
"239";"D";"19";3;74,3;8,4;41;1,76;19;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;82,7;100
"240";"D";"19";4;83;9;41;2,42;21;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;92;100
"241";"D";"19";5;69,5;8;47;2,24;21;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;77,5;100
"242";"D";"19";6;70,2;8;31;1,58;21;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;78,2;87,5
"243";"D";"19";7;72,6;7,8;43;2,18;21;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;80,4;100
"244";"D";"19";8;64,3;9;41;1,52;21;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;73,3;87,5
"245";"D";"19";9;51,8;7;25;1,44;21;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;58,8;100
"246";"D";"19";10;70,5;8;25;0,95;19;81,3;356,8230335526;"B3";368,4210526316;47,8947368421053;78,5;100
"247";"D";"2";1;53;6,5;22;1,06;21;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;59,5;87,5
"248";"D";"2";2;49,3;6,5;27;1,17;19;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;55,8;75
"249";"D";"2";3;NA;3,5;4;0,14;11;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;NA;NA
"250";"D";"2";4;63;6,1;22;1,24;19;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;69,1;100
"251";"D";"2";5;66,5;6,3;23;1,19;17;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;72,8;75
"252";"D";"2";6;66,1;5,8;26;1,44;17;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;71,9;100
"253";"D";"2";7;57,3;6;28;1,22;17;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;63,3;87,5
"254";"D";"2";8;73,7;8,8;51;2,26;25;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;82,5;100
"255";"D";"2";9;67,1;6;30;1,43;17;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;73,1;100
"256";"D";"2";10;63,4;6,5;25;1,31;19;82,4;462,4883052632;"A3";301,8575851393;50,6171809841535;69,9;75
"257";"D";"23";1;67,8;8,5;40;2,07;19;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;76,3;100
"258";"D";"23";2;70,4;7;20;0,85;19;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;77,4;100
"259";"D";"23";3;68,1;6,5;39;1,73;17;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;74,6;100
"260";"D";"23";4;68;6,5;38;1,62;19;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;74,5;100
"261";"D";"23";5;73,7;7,5;25;1,39;17;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;81,2;87,5
"262";"D";"23";6;68,6;7,7;20;0,91;19;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;76,3;87,5
"263";"D";"23";7;63,5;8,6;52;2,64;21;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;72,1;100
"264";"D";"23";8;68,1;7;35;1,65;21;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;75,1;100
"265";"D";"23";9;53;6,9;46;1,78;21;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;59,9;100
"266";"D";"23";10;77,5;7;25;1,69;17;80,8;375,9974842105;"B3";289,4736842105;46,9808173477898;84,5;100
"267";"D";"4";1;63,2;7,6;44;2,11;21;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;70,8;87,5
"268";"D";"4";2;70;7,1;45;2,42;17;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;77,1;100
"269";"D";"4";3;58,8;6,5;23;0,47;17;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;65,3;100
"270";"D";"4";4;64,7;7;47;1,82;19;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;71,7;100
"271";"D";"4";5;64,6;9,5;36;1,78;25;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;74,1;100
"272";"D";"4";6;57,4;6,6;24;1,09;21;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;64;100
"273";"D";"4";7;68,6;7,5;35;1,97;17;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;76,1;100
"274";"D";"4";8;64,1;6;25;1,28;19;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;70,1;100
"275";"D";"4";9;52,6;6,5;32;1,02;17;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;59,1;100
"276";"D";"4";10;57,7;6,8;31;1,03;19;81,2;389,5203157895;"A3";301,8575851393;47,6627712854758;64,5;75
"277";"D";"1";1;58,9;8;44;1,64;19;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;66,9;75
"278";"D";"1";2;72,9;8,5;26;1,43;19;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;81,4;87,5
"279";"D";"1";3;55,2;5,6;20;0,92;15;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;60,8;100
"280";"D";"1";4;69,9;7,1;33;1,74;23;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;77;100
"281";"D";"1";5;63;6,5;20;1,02;19;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;69,5;87,5
"282";"D";"1";6;57,2;7;36;1,9;23;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;64,2;87,5
"283";"D";"1";7;66,2;7,5;50;1,9;21;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;73,7;100
"284";"D";"1";8;62,7;5,1;19;0,95;15;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;67,8;75
"285";"D";"1";9;65,5;8;47;2,52;23;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;73,5;75
"286";"D";"1";10;64;9;32;1,83;21;81,7;442,5372631579;"A3";312,693498452;47,7916666666667;73;100
"287";"D";"46";1;66,5;6,5;19;0,83;17;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;73;87,5
"288";"D";"46";2;56;7,7;31;1,46;19;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;63,7;100
"289";"D";"46";3;61;5;12;0,67;13;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;66;NA
"290";"D";"46";4;53;7;32;1,82;17;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;60;100
"291";"D";"46";5;61;6;22;1,13;15;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;67;87,5
"292";"D";"46";6;82,4;10,5;39;1,61;19;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;92,9;87,5
"293";"D";"46";7;71,5;6,3;31;1,82;13;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;77,8;100
"294";"D";"46";8;37,5;6;0;0;17;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;43,5;NA
"295";"D";"46";9;71,2;5,6;43;2,21;21;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;76,8;100
"296";"D";"46";10;59,4;6;21;1,14;19;80,9;345,4388947368;"D3";160,9907120743;49,640768588137;65,4;87,5
"297";"D";"20";1;70,5;6;31;1,66;15;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;76,5;87,5
"298";"D";"20";2;69,4;8;51;2,27;19;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;77,4;100
"299";"D";"20";3;62,1;10,1;41;1,72;21;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;72,2;100
"300";"D";"20";4;58,5;7;37;1,48;17;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;65,5;100
"301";"D";"20";5;64,6;7;45;2,33;21;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;71,6;62,5
"302";"D";"20";6;67,2;6,5;34;1,5;17;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;73,7;100
"303";"D";"20";7;76,6;10;66;NA;19;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;86,6;100
"304";"D";"20";8;68,9;9;46;0,99;21;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;77,9;75
"305";"D";"20";9;87,6;7,5;36;2,08;19;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;95,1;100
"306";"D";"20";10;65,9;9;40;2,2;21;80,4;374,4641894737;"B3";360,6811145511;48,5296574770259;74,9;100
"307";"D";"32";1;64;7,8;41;1,76;17;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;71,8;100
"308";"D";"32";2;69,1;5;19;1,06;17;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;74,1;100
"309";"D";"32";3;76;8;34;1,95;21;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;84;100
"310";"D";"32";4;66,6;7;26;1,5;19;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;73,6;100
"311";"D";"32";5;54;6;20;0,96;17;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;60;100
"312";"D";"32";6;79,3;6;48;2,65;21;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;85,3;100
"313";"D";"32";7;69,7;5,1;21;1,66;15;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;74,8;75
"314";"D";"32";8;53,2;6;16;0,73;17;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;59,2;87,5
"315";"D";"32";9;64,5;8,5;40;2,24;21;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;73;87,5
"316";"D";"32";10;62,8;10;44;1,88;21;81,2;329,0561727632;"C3";199,6904024768;45,9382819015847;72,8;100
"317";"D";"44";1;68;7,5;48;2,07;21;80;366,4314584211;"D3";219,8142414861;50,8013355592654;75,5;100
"318";"D";"44";2;56,5;6;21;1,27;19;80;366,4314584211;"D3";219,8142414861;50,8013355592654;62,5;100
"319";"D";"44";3;56,1;6;18;0,91;19;80;366,4314584211;"D3";219,8142414861;50,8013355592654;62,1;75
"320";"D";"44";4;64;8;52;2,68;21;80;366,4314584211;"D3";219,8142414861;50,8013355592654;72;100
"321";"D";"44";5;56,4;6,5;26;1,37;15;80;366,4314584211;"D3";219,8142414861;50,8013355592654;62,9;87,5
"322";"D";"44";6;71,9;6,5;42;2,06;17;80;366,4314584211;"D3";219,8142414861;50,8013355592654;78,4;100
"323";"D";"44";7;64;6;28;1,6;19;80;366,4314584211;"D3";219,8142414861;50,8013355592654;70;100
"324";"D";"44";8;60,4;7;21;1,27;19;80;366,4314584211;"D3";219,8142414861;50,8013355592654;67,4;100
"325";"D";"44";9;64;8;40;2,36;21;80;366,4314584211;"D3";219,8142414861;50,8013355592654;72;87,5
"326";"D";"44";10;64,9;6;38;1,45;17;80;366,4314584211;"D3";219,8142414861;50,8013355592654;70,9;100
"327";"D";"39";1;NA;6;1;0,07;11;81,2;422,4963368421;"D3";264,7058823529;47,35;NA;NA
"328";"D";"39";2;58,8;8,5;53;1,94;23;81,2;422,4963368421;"D3";264,7058823529;47,35;67,3;100
"329";"D";"39";3;51,2;6,5;30;0,82;19;81,2;422,4963368421;"D3";264,7058823529;47,35;57,7;87,5
"330";"D";"39";4;70,5;7;33;1,21;21;81,2;422,4963368421;"D3";264,7058823529;47,35;77,5;87,5
"331";"D";"39";5;61;8;48;2,17;25;81,2;422,4963368421;"D3";264,7058823529;47,35;69;100
"332";"D";"39";6;72;8,5;62;1,94;23;81,2;422,4963368421;"D3";264,7058823529;47,35;80,5;87,5
"333";"D";"39";7;60,9;5,5;22;1,3;17;81,2;422,4963368421;"D3";264,7058823529;47,35;66,4;87,5
"334";"D";"39";8;60;7;24;0,73;19;81,2;422,4963368421;"D3";264,7058823529;47,35;67;87,5
"335";"D";"39";9;62,3;6,5;41;1,96;21;81,2;422,4963368421;"D3";264,7058823529;47,35;68,8;100
"336";"D";"39";10;70,5;6;21;0,92;17;81,2;422,4963368421;"D3";264,7058823529;47,35;76,5;75
"337";"D";"9";1;67,9;8,7;32;1,59;19;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;76,6;100
"338";"D";"9";2;74,8;5,5;20;1,1;15;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;80,3;100
"339";"D";"9";3;74,6;6,6;31;1,74;17;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;81,2;100
"340";"D";"9";4;66,2;6,2;30;1,52;21;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;72,4;87,5
"341";"D";"9";5;63,8;8,1;53;2,69;23;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;71,9;100
"342";"D";"9";6;73,9;7;31;1,85;19;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;80,9;87,5
"343";"D";"9";7;78,5;7;30;1,77;21;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;85,5;100
"344";"D";"9";8;82;7;33;2,28;19;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;89;100
"345";"D";"9";9;61,6;4,5;20;0,88;15;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;66,1;100
"346";"D";"9";10;66,4;8,5;34;1,66;19;81,4;379,4270921053;"A3";263,1578947368;50,6605351170569;74,9;87,5
"347";"D";"45";1;59,8;8;30;1,67;21;81,7;336,0227822368;"D3";184,2105263158;50,7510548523207;67,8;100
"348";"D";"45";2;81;9;51;3,25;21;81,7;336,0227822368;"D3";184,2105263158;50,7510548523207;90;100
"349";"D";"45";3;65,3;6,4;45;2,06;17;81,7;336,0227822368;"D3";184,2105263158;50,7510548523207;71,7;100
"350";"D";"45";4;61,6;7,1;40;2,17;21;81,7;336,0227822368;"D3";184,2105263158;50,7510548523207;68,7;100
"351";"D";"45";5;57;5,6;22;0,99;15;81,7;336,0227822368;"D3";184,2105263158;50,7510548523207;62,6;75
"352";"D";"45";6;75;8;47;2,75;23;81,7;336,0227822368;"D3";184,2105263158;50,7510548523207;83;100
"353";"D";"45";7;52,5;5;18;0,86;17;81,7;336,0227822368;"D3";184,2105263158;50,7510548523207;57,5;87,5
"354";"D";"45";8;44;8;17;0,8;19;81,7;336,0227822368;"D3";184,2105263158;50,7510548523207;52;62,5
"355";"D";"45";9;51,8;7;19;1,15;19;81,7;336,0227822368;"D3";184,2105263158;50,7510548523207;58,8;100
"356";"D";"40";1;64,5;7,5;37;2,15;19;79,6;442,5369052632;"D3";226,0061919505;50,075;72;100
"357";"D";"40";2;63,5;7;20;1,06;19;79,6;442,5369052632;"D3";226,0061919505;50,075;70,5;100
"358";"D";"40";3;NA;5,7;16;0,5;15;79,6;442,5369052632;"D3";226,0061919505;50,075;NA;100
"359";"D";"40";4;56;6,4;15;0,65;17;79,6;442,5369052632;"D3";226,0061919505;50,075;62,4;87,5
"360";"D";"40";5;66,4;10;42;1,91;23;79,6;442,5369052632;"D3";226,0061919505;50,075;76,4;100
"361";"D";"40";6;54,6;7,4;28;1,37;19;79,6;442,5369052632;"D3";226,0061919505;50,075;62;100
"362";"D";"40";7;65,6;5,5;24;1,56;17;79,6;442,5369052632;"D3";226,0061919505;50,075;71,1;100
"363";"D";"40";8;55,5;7,5;46;2,21;19;79,6;442,5369052632;"D3";226,0061919505;50,075;63;87,5
"364";"D";"40";9;71;8,6;36;2,35;17;79,6;442,5369052632;"D3";226,0061919505;50,075;79,6;100
"365";"D";"5";1;63,5;9,5;32;1,62;23;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;73;100
"366";"D";"5";2;71;7;53;2,18;15;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;78;100
"367";"D";"5";3;69;9;62;3,21;25;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;78;100
"368";"D";"5";4;62,4;7;32;1,51;17;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;69,4;87,5
"369";"D";"5";5;65,9;9;42;2,03;23;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;74,9;100
"370";"D";"5";6;78,2;7,5;28;1,95;19;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;85,7;100
"371";"D";"5";7;46;5;20;0,66;15;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;51;100
"372";"D";"5";8;65,7;7,5;32;1,59;21;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;73,2;100
"373";"D";"5";9;68,5;7;29;1,73;17;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;75,5;100
"374";"D";"5";10;49,5;7;44;1,55;21;80,9;362,0491473684;"A3";277,0897832817;46,6834592779177;56,5;87,5
"375";"D";"34";1;63,8;6;32;1,2;19;81,2;359,0064947368;"C3";224,4582043344;52,6208651399491;69,8;100
"376";"D";"34";2;62,5;6,5;19;1,25;23;81,2;359,0064947368;"C3";224,4582043344;52,6208651399491;69;100
"377";"D";"34";3;60,9;5;16;0,67;13;81,2;359,0064947368;"C3";224,4582043344;52,6208651399491;65,9;100
"378";"D";"34";4;69,5;8;37;2,13;19;81,2;359,0064947368;"C3";224,4582043344;52,6208651399491;77,5;100
